qid,response,gt_label
208,Aldo Rambaudi,"['Vito Lasalandra', 'Fausto Pizzi', 'Nicola Legrottaglie', 'Fabio Di Sauro', 'Ivano Della Morte', 'Prince Ikpe Ekong', 'Lucky Isibor', 'Luca Mondini', 'Gianni Migliorini', 'Massimiliano Fanesi', 'Giacomo Paniccia', 'Jero Shakpoke', 'Giovanni Orfei', 'Tarcisio Catanese', 'Fabio Tinazzi', 'Georgi Nemsadze', 'Daniele De Vezze', 'Ugo Ukah', 'Alessandro Scarponi', 'Pierpaolo Bresciani', 'Girolamo Bizzarri', 'Luigi Giandomenico', 'Gianluca Cherubini', 'Massimo Margiotta', 'Salvatore Sullo', 'Marcello Campolonghi', 'Alberto Mantelli', 'Obafemi Martins', 'Angelo Pagotto', 'Helmut Rahner', 'Mirco Sadotti', 'Davide Cangini', 'Giuliano Gentilini', 'Alessandro Parisi', 'Massimo Minetti', 'Angelo Carbone', 'Riccardo Maspero', 'Giuseppe Compagno', 'Fabio Caselli', 'Luca Luzardi', 'Edvard Lasota', 'Lorenzo Squizzi', 'Christian Cimarelli', 'Andrea Rabito', 'Roberto Goretti', 'Riccardo Gissi', 'Giovanni Bia', 'Roberto Baronio', 'Riccardo Allegretti', 'Damián Ariel Álvarez', 'Carlalberto Ludi', 'Giovanni Serao', 'Adewale Wahab', 'Nunzio Falco', 'Danilo Zini', 'Riccardo Corallo', 'Sandro Tovalieri', 'Saidu Adeshina', 'Igor Protti', 'Giuseppe Ticli', 'Maurizio Neri', 'Okoroji Henry', 'Alberto Maria Fontana', 'Giuseppe Di Masi', 'Andrea Turato', 'Luca Ferretti', 'Elvis Abbruscato', 'Pierluigi Di Già', 'Dario Morello', 'Stefano Mazzocco', 'Loris Del Nevo', 'Andrea Costa', 'Alessio Pirri', 'Roberto Cevoli', 'Paolo Ponzo', 'Stephen Makinwa', 'Paulo Pereira', 'Mirko Bellodi', 'Patrick Bettoni', 'Luca Ariatti', 'Claudio Finetti', 'Paolo Mozzini', 'Matteo Beretta', 'Catilina Aubameyang', 'Raffaele Nuzzo', 'Precious Monye Onyabor', 'Beniamino Abate', 'Claudio Bonomi', 'Enrico Morello', 'Filipe da Costa', ""Marino D'Aloisio"", 'Francesco Tudisco', 'Mario Lemme', 'Cristian Ranalli', 'Paolo Castelli', 'Johan Ragnell', 'Roberto Cappellacci', 'Armando Pantanelli', 'Arnaldo Bonfanti', 'Stefano Bono']"
209,"Carl Friedrich von Weizsäcker, Richard Becker","['Edmund Landau', 'Ulrich Kahrstedt', 'Wilhelm Walcher', 'Wolfram von Soden']"
210,Michael Bridges's teammate in Sunderland A.F.C.,"['Liam Lawrence', 'Thomas Sørensen', 'Steven Caldwell', 'Jason McAteer', 'Thomas Myhre', 'Julio Arca', 'Allan Johnston', 'Kevin Phillips', 'Craig Russell', 'Patrick Collins', 'Michael Ingham', 'Nicky Summerbee', 'Niall Quinn', 'Steve Bould', 'Paul Bracewell', 'Shaun Cunnington', 'Jan Eriksson', 'Chris Makin', 'Dan Smith', 'Alex Rae', 'Billy Dennehy', 'Martin Smith', 'Martin Woods', 'Phil Babb', 'Gary Breen', 'Darren Williams', 'John Oster', 'Paul Stewart', 'Paul Butler', 'Robbie Weir', 'Grant Leadbitter', 'Darren Byfield', 'Chris Brown', 'Cliff Byrne', 'Danny Collins', 'Andy Gray', 'Tommy Miller', 'Tommy Smith', 'John Mullin', 'Jon Stead', 'Craig James', 'Dean Whitehead', 'Paul Thirlwell', 'Marcus Stewart', 'Thomas Helmer', 'Guðni Rúnar Helgason', 'Derek Ferguson', 'Anthony Le Tallec', 'Mark Angel', 'Chris Woods', 'Stephen Grant', 'Danny Dichio', 'Justin Hoyte', 'Lee Clark', 'Lee Howey', 'Mike Hooper', 'Simon Ramsden', 'Steve Brodie', 'Chris Tate', 'Kevin Kyle', 'Edwin Zoetebier', 'Brendan McGill', 'Daryl Murphy', 'Shay Given', 'Andy Marriott', 'Gary Bennett', 'David Duke', 'Sam Aiston', 'Sean Thornton', 'Stephen Elliott', 'Jeff Whitley', 'Lionel Pérez', 'David Preece', 'Andy Melville', 'Stuart Holden', 'Alec Chamberlain', 'Éric Roy', 'John Kay', 'Nicolás Medina', 'Richie Ryan', 'Brian Deane', 'Mike Pollitt', 'Kevin Ball', 'Martin Gray', 'Thomas Butler', 'Christian Bassila', 'Joe Murphy', 'Alan Stubbs', 'Euan McLean', 'Michael Bridges', 'Darren Carter', 'Brett Angell', 'Mark Maley', 'Michael Gray', 'Simon Johnson', 'Gareth Hall', 'Jody Craddock', 'Dariusz Kubicki', 'Mark Lynch', 'Michael Proctor', 'Dominic Matteo', 'Paul Williams', 'Gavin McCann', 'Chris Waddle', 'Kevin Cooper', 'Neill Collins', 'Steve Agnew', 'Carl Robinson', 'Tony Coton', 'Mart Poom', 'Chris Lumsdon', 'Michael Reddy', 'Phil Gray', 'Martin Scott', 'Nyron Nosworthy', 'Stefan Schwarz', 'Chris Porter', 'Terry Cooke', 'Ben Alnwick', 'Gordon Armstrong', 'Marcus di Giuseppe', 'Mark Rossiter', 'Darren Holloway', 'Colin Cooper', 'Andy Welsh', 'David Kelly', 'Colin Healy', 'George McCartney', 'Gerry Harrison', 'Milton Núñez', 'Kevin Kilbane', 'Tony Norman', 'Stephen Wright', 'Carsten Fredgaard', 'Kelvin Davis']"
211,Player in Swindon Town F.C. with Ralph McElhaney,"['Jack Hallam', 'Ralph McElhaney', 'Grenville Morris', 'Jack Kirton']"
212,Teammate of Andrey Shkurin in FC Dinamo Moscow,"['Yegor Kiryakov', 'Andrey Chernyshov', 'Serhiy Protsyuk', 'Aleksei Snigiryov', 'Ruslan Ishkinin', 'Andrei Mokh', 'Andrey Shkurin', 'Kakhaber Tskhadadze', 'Aleksei Selezov', 'Dmitri Batynkov', 'Igor Sklyarov', 'Aleksandr Borodkin', 'Omari Tetradze', 'Yuriy Kalitvintsev', 'Igor Gavrilin', 'Sergei Nekrasov', 'Andrei Zhirov', 'Oleg Elyshev', 'Boris Spirin', 'Igor Varlamov', 'Igor Kolyvanov', 'Platon Krivoshchyokov', 'Aleksandr Uvarov', 'Vitali Pinyaskin', 'Yevgeni Dolgov', 'Valeri Kleymyonov', 'Nikolai Kovardayev', 'Badri Spanderashvili', 'Aleksei Kutsenko', 'Aleksandr Bondar', 'Aleksey Yeryomenko', 'Vladimir Leonchenko', 'Sergei Derkach', 'Vitali Yelsukov', 'Igoris Pankratjevas', 'Mikhail Yevseyev', 'Sargis Hovhannisyan', 'Aleksandr Viktorovich Zakharov', 'Andrey Kobelev', 'Vali Gasimov', 'Sergey Timofeev', 'Vyacheslav Dusmanov', 'Yevgeni Smertin', 'Viktor Leonenko', 'Ravil Sabitov', 'Maksim Layushkin', 'Aleksei Leonidovich Sereda', 'Andrei Syomin', 'Viktor Losev', 'Andrei Smetanin', 'Lev Berezner', 'Renat Ataullin', 'Vyacheslav Tsaryov', 'Igor Dobrovolski', 'Sergei Kiriakov', 'Dmitri Smirnov', 'Roman Pylypchuk', 'Vitali But', 'Aleksei Yushkov', 'Yuri Alekseevich Drozdov', 'Andrei Samorukov', 'Igor Alekseyevich Gusev', 'Igor Simutenkov', 'Dmitri Kharine']"
213,Teammate of Ralph McElhaney on Swindon Town F.C.,"['Jack Hallam', 'Ralph McElhaney', 'Grenville Morris', 'Jack Kirton']"
214,Member of the Abgeordnetenhaus of Berlin during Tom Graves's tenure,['Sebastian Czaja']
215,Players that played in Calcio Padova with Roberto Galletti,"['Flavio Fiorio', 'Silvio Dellagiovanna', 'Roberto Colombo', 'Dan Thomassen', 'Vincenzo Mazzeo', 'Roberto Galletti', 'Fabrizio Ferrigno', 'Marco Russo', 'Mauro Morello', 'Renzo Tasso', 'Franco Gabrieli', 'Roberto De Zerbi', 'Manuel Marcuz', 'Andrea Pinzan', 'Massimiliano Ossari', 'Andrea Caverzan', 'Giuseppe Ticli', 'Giampaolo Saurini', 'Daniele Gastaldello', 'Mauro Bacchin', 'Simone Barone', 'Pier Luigi Nicoli', 'Mattia Rinaldini', 'Stefano Visi', 'Andrea Bergamo', 'Stefano Di Fiordo', ""Marino D'Aloisio"", 'Luca Castellazzi', 'Robert Anderson Cavalheiro', 'Michele Pietranera', 'Ivano Trotta', 'Mirco Gasparetto', 'Massimiliano Rosa', 'Pasquale Suppa', 'Diego Caverzan', 'Massimiliano Zazzetta', 'Felice Centofanti', 'Stefano Mercuri', 'Gianluca Zattarin', 'Giovanni Serao', 'Marco Martini', 'Luca Landonio', 'Cristian Baglieri', 'Rosario Pergolizzi', 'Antonio Buscè', 'Cristiano Bergodi', 'Emanuele Pellizzaro']"
216,Second Deputy Speaker of the Parliament of Catalonia in Eurovision Song Contest 2005,['Ramon Camp i Batalla']
217,Governor of Illinois during World War II,"['Dwight H. Green', 'Henry Horner']"
218,Camerlengo of the Sacred College of Cardinals when Aníbal Cavaco Silva was Prime Minister of Portugal,"['Johannes Willebrands', 'Silvio Oddi', 'Giuseppe Paupini']"
219,Senator of Berlin during John R. Saul's presidency,"['Carola Bluhm', 'Gregor Gysi', 'Ehrhart Körting', 'Christoph Stölzl', 'Anke Martiny', 'Christine Bergmann', 'Wolfgang Wieland', 'Karin Schubert', 'Cornelia Yzer', 'Volker Hassemer', 'Harald Wolf', 'Christa Thoben', 'Jutta Limbach', 'Katrin Lompscher', 'Mario Czaja', 'Thomas Krüger', 'Ingeborg Junge-Reyer', 'Elmar Pieroth', 'Klaus Böger', 'Peter Strieder', 'Herwig Haase', 'Jürgen Zöllner', 'Heidi Knake-Werner', 'Lore Maria Peschel-Gutzeit', 'Ulrich Roloff-Momin']"
220,Member of the 44th Parliament of the United Kingdom during Earle Wheeler's chairmanship,"['Antony Buck', 'Donald Chapman, Baron Northfield', 'Merlyn Rees', 'Arthur Vere Harvey, Baron Harvey of Prestbury', 'James Callaghan', 'Willie Whitelaw', 'Charles Mott-Radclyffe', 'Cyril Black', 'Edwin Wainwright', 'Leo Abse', 'Les Huckfield', 'Samuel Silkin, Baron Silkin of Dulwich', 'David Crouch', 'Arthur Skeffington', 'Keith Joseph', 'James Idwal Jones', 'Roger Gresham Cooke', 'Emrys Hughes', 'William Elliott, Baron Elliott of Morpeth', 'Richard Sharples', 'Joseph Symonds', 'Michael Jopling, Baron Jopling', 'Peter Shore', 'Gordon Campbell, Baron Campbell of Croy', 'Alex Eadie', 'Fred Blackburn', 'Norman Miscampbell', 'Lionel Heald', 'Jack McCann', 'John Astor', 'John Stonehouse', 'Gregor Mackenzie', 'William Whitlock', 'Iain Macleod', 'Michael Stewart, Baron Stewart of Fulham', 'James Ramsden', 'Keith Speed', 'Joseph Mallalieu', 'Robert Cooke', 'David Watkins', 'Douglas Jay, Baron Jay', 'Burnaby Drayson', 'Laurence Pavitt', 'Robert Woof', 'Anthony Greenwood, Baron Greenwood of Rossendale', 'Barnett Janner, Baron Janner', 'David Weitzman', 'Terence Higgins, Baron Higgins', 'James Dance', 'Alf Morris', 'George Brown, Baron George-Brown', 'Bessie Braddock', 'John Hay', 'Anthony Kershaw', 'Ian Lloyd', 'Keith Stainton', 'Richard Buchanan', 'Bernard Conlan', 'Anthony Grant', 'John Eden, Baron Eden of Winton', 'Brian Walden', 'Bob Mitchell', 'Norman Atkinson', 'Ronald Brown', 'Stanley McMaster', 'Gilbert Longden', 'James Hamilton', 'William Rupert Rees-Davies', 'Robert Cant', 'Ray Fletcher', 'James Hamilton, 5th Duke of Abercorn', 'Jim Sillars', 'William Baxter', 'John Mendelson', 'Philip Holland', 'James Scott-Hopkins', 'Harold Gurden', 'Julian Snow, Baron Burntwood', 'Gordon Oakes', 'Stephen McAdden', 'Edward Short, Baron Glenamara', 'Joan Lestor, Baroness Lestor of Eccles', 'Ian Percival', 'Geoffrey Johnson Smith', 'Bruce Millan', 'Malcolm MacPherson', 'Shirley Summerskill', 'Douglas Glover', 'Ian Orr-Ewing, Baron Orr-Ewing', 'Peter Rawlinson, Baron Rawlinson of Ewell', 'Frank McElhone', 'Neil Marten', 'Jeffrey Archer', 'Robert Lindsay, 29th Earl of Crawford', 'John Hunt', 'Horace King, Baron Maybray-King', 'Ray Gunter', 'Thomas McMillan', 'Anthony Berry', 'Ernest Fernyhough', 'Bert Hazell', 'Nigel Fisher', 'Edward Boyle, Baron Boyle of Handsworth', 'Christopher Rowland', 'Geoffrey Rippon', 'Alec Jones', 'Ivor Richard, Baron Richard', 'Thomas Swain', 'Ronald Bell', 'Myer Galpern', 'George Rogers', 'William A. Wilkins', 'Russell Johnston', 'Charles Taylor', 'Robert Grant-Ferris', 'Donald Kaberry, Baron Kaberry of Adel', 'Jack Dunnett', 'Ron Ledger', 'Stanley Orme, Baron Orme', 'Jasper More', 'Fred Harris', 'Frank Allaun', 'Arthur Woodburn', 'Oliver Crosthwaite-Eyre', 'Walter Harrison', 'James Johnson', 'Arthur Blenkinsop', 'Peter Michael Kirk', 'Harry Pursey', 'Tony Benn', 'Dick Taverne', 'Mark Carlisle', 'James Dunn', 'Ioan Evans', 'Eric Ogden', 'Roy Hughes, Baron Islwyn', 'Walter Elliot', 'Ted Rowlands, Baron Rowlands', 'Nigel Birch, Baron Rhyl', 'Peter Fry', 'Sir Eric Errington, 1st Baronet', 'James Tinn', 'Frederick Burden', 'George Strauss', 'Michael English', 'Bernard Floud', 'Ness Edwards', 'Geoffrey Wilson', 'Oscar Murton, Baron Murton of Lindisfarne', 'Angus Maude', 'William Wells', 'Scholefield Allen', 'Sydney Irving', 'John Fraser', 'Frank Judd, Baron Judd', 'Aidan Crawley', 'Neill Cooper-Key', 'Reginald Paget, Baron Paget of Northampton', 'Joan Vickers, Baroness Vickers', 'David Webster', 'Douglas Houghton, Baron Houghton of Sowerby', 'Charles Loughlin', 'John Page', 'Daniel Awdry', 'William Hannan', 'Ian MacArthur', 'William Griffiths', 'Jennie Lee, Baroness Lee of Asheridge', 'Fred Silvester', 'Kenneth Lewis', 'Gwilym Roberts', 'Donald Anderson, Baron Anderson of Swansea', 'Paul Hawkins', 'Roland Moyle', 'Sir Robert Cary, 1st Baronet', 'Tom Oswald', 'Albert Roberts', 'Frederick Corfield', 'Sir John Rodgers, 1st Baronet', 'Michael Alison', 'Harry Gourlay', 'Anthony Crosland', 'Arthur Irvine', 'Cyril Osborne', 'Maurice Edelman', 'John Farr', 'Joan Quennell', 'Edward Heath', 'Tom Boardman, Baron Boardman', 'Margaret Herbison', 'Jo Grimond', 'Christopher Chataway', 'Eldon Griffiths', 'Michael McGuire', 'Archie Manuel', 'Leslie Hale, Baron Hale', 'David Griffiths', 'Dennis Walters', 'Lance Mallalieu', 'Walter Padley', 'George Thomas, 1st Viscount Tonypandy', 'Clive Bossom', 'Julian Ridsdale', 'Neil Carmichael, Baron Carmichael of Kelvingrove', 'Arthur Probert', 'Norman St John-Stevas, Baron St John of Fawsley', 'John Hill', 'Will Owen', 'John Hall', 'Patrick Jenkin', 'William Rodgers', 'Fred Mulley', 'Ben Ford', 'Albert Oram, Baron Oram', 'Albert Murray, Baron Murray of Gravesend', 'Ronald Lewis', 'Charles Morrison', 'Eric Varley', 'Maurice Orbach', 'Henry Kerby', 'Margaret Thatcher', 'Bonner Pink', 'S. O. Davies', 'Ernest Armstrong', 'James Prior, Baron Prior', 'John Wells', 'John Jennings', 'Albert Evans', 'Cranley Onslow', 'Arthur Pearson', 'John Dunwoody', 'Judith Hart', 'Frank Cousins', 'Christopher Mayhew', 'Ted Leadbitter', 'Evelyn King', 'David Mitchell', 'Kenneth Robinson', 'Eric Fletcher, Baron Fletcher', 'Robert Edwards', 'Joe Ashton', 'Michael Winstanley, Baron Winstanley', 'Anthony Barber', 'Edmund Dell', 'Edward Bishop, Baron Bishopston', 'Iorwerth Thomas', 'Alan Williams', 'Stephen Hastings', 'Desmond Donnelly', 'Marcus Worsley', 'Harry Randall', 'Knox Cunningham', 'Harold Davies, Baron Davies of Leek', 'Leslie Spriggs', 'Robin Turton, Baron Tranmire', 'Marcus Lipton', 'Hugh Delargy', 'John Boyd-Carpenter, Baron Boyd-Carpenter', 'Harwood Harrison', 'Tudor Watkins, Baron Watkins', 'Joyce Butler', 'Richard Crawshaw', 'Eirene White, Baroness White', 'Patrick Wall', 'Robert Maclennan, Baron Maclennan of Rogart', 'John Brewis', 'Sydney Silverman', 'Sir John Gilmour, 3rd Baronet', 'Frederick Elwyn Jones, Baron Elwyn-Jones', 'Konni Zilliacus', 'Harold Lever, Baron Lever of Manchester', 'Hugh Fraser', 'Cyril Bence', 'Frederick Willey', 'Peter Tapsell', 'Edward Brown', 'John Foster', 'Alfred Hall-Davis', 'Godman Irvine', 'Joseph Godber', 'Walter Loveys', 'Philip Noel-Baker, Baron Noel-Baker', 'Paul Dean, Baron Dean of Harptree', 'Donald Coleman', 'Esmond Wright', 'Reginald Bennett', 'Neil McBride', 'John Cordle', 'Jeremy Thorpe', 'Don Concannon', 'Robert Brown', 'John Pardoe', 'Nicholas Scott', 'Maurice Macmillan', 'Frederick Bellenger', 'Charles Fletcher-Cooke', 'Herbert Bowden, Baron Aylestone', 'Michael Heseltine', 'Philip Goodhart', 'James Hoy, Baron Hoy', 'John Golding', 'Patrick Gordon Walker', 'Jerry Wiggin', 'Robert Carr', 'James Boyden', 'John Mackintosh', 'William Teeling', 'David Owen', 'Thomas Urwin', 'Henry Maitland Clark', 'William Wilson', 'Michael Shaw', 'Tam Galbraith', 'Eric Moonman', 'Jack Ashley, Baron Ashley of Stoke', ""Michael O'Halloran"", 'Norman Wylie, Lord Wylie', 'Victor Goodhew', 'Peter Walker, Baron Walker of Worcester', 'Willie Hamilton', 'David Renton, Baron Renton', 'Robert Sheldon, Baron Sheldon', 'Reg Freeson', 'Robert Mathew', 'John Peyton, Baron Peyton of Yeovil', 'Harold Neal', 'Julian Amery, Baron Amery of Lustleigh', ""Brian O'Malley"", 'David Price', 'Arthur Lewis', 'Charles Doughty', 'John Mackie, Baron John-Mackie', 'John Burns Hynd', 'Spencer Summers', ""Henry d'Avigdor-Goldsmid"", 'Peter Hordern', 'John Robertson', 'Brian Batsford', 'Marcus Kimball, Baron Kimball', 'Michael Hamilton', 'Percy Grieve', 'Jill Knight', 'Derek Walker-Smith, Baron Broxbourne', 'Harold Wilson', 'Eddie Milne', 'Brandon Rhys-Williams', 'Peter Doig', 'Lawrence Orr', 'John Silkin', 'Kevin McNamara', 'Kenneth Marks', 'Harmar Nicholls', 'Hugh Jenkins, Baron Jenkins of Putney', 'Charles Grey', 'Richard Wood, Baron Holderness', 'Irene Ward, Baroness Ward', 'Hugh Lucas-Tooth', 'Gerald Wills', 'Frank Tomney', 'Geoffrey Lloyd, Baron Geoffrey-Lloyd', 'Claude Lancaster', 'Alex Lyon', 'Richard Hornby', 'Tufton Beamish, Baron Chelwood', 'Clifford Kenyon', 'Winnie Ewing', 'Patrick Wolrige-Gordon', 'Raymond Gower', 'Frederick Lee, Baron Lee of Newton', 'Bernard Braine', 'Bob Mellish, Baron Mellish', 'Tom Price', 'John Osborn', 'Albert Booth', 'Martin Maddan', 'Morgan Morgan-Giles', 'Hector Hughes', 'Thomas Williams', 'Enoch Powell', 'Alan Fitch', 'Eric Heffer', 'John Diamond, Baron Diamond', 'David Waddington, Baron Waddington', 'William Robson Brown', 'Tom Steele', 'John Smith', 'Joseph Hiley', 'David Ennals, Baron Ennals', 'Graham Page', 'Tom Driberg', 'Petre Crowder', 'Syd Bidwell', 'John Parker', 'Richard Crossman', 'Manny Shinwell, Baron Shinwell', 'Donald Dewar', 'Douglas Dodds-Parker', 'John Biffen', 'Betty Harvie Anderson', 'Benjamin Whitaker', 'Arthur Davidson', 'Megan Lloyd George', 'Niall MacDermot', 'Renee Short', 'James Dempsey', 'Harold Finch', 'George Thomson, Baron Thomson of Monifieth', 'Elfed Davies, Baron Davies of Penrhys', 'Lena Jeger, Baroness Jeger', 'Fred Peart, Baron Peart', 'Fergus Montgomery', 'Peter Blaker, Baron Blaker', 'Anthony Royle, Baron Fanshawe of Richmond', 'Tom King, Baron King of Bridgwater', 'Francis Pym, Baron Pym', 'Paul Rose', 'Ronald Russell', 'Charles Morris', 'David Steel', 'Mark Woodnutt', 'Cledwyn Hughes, Baron Cledwyn of Penrhos', 'David Marquand', 'Reg Prentice, Baron Prentice', 'Alice Bacon, Baroness Bacon', 'Christopher Price', 'Kenneth Baker, Baron Baker of Dorking', 'Lewis Carter-Jones', 'Ian Mikardo', 'Bernard Weatherill', 'Willie Ross, Baron Ross of Marnock', 'William Molloy, Baron Molloy', 'Norman Buchan', 'Dickson Mabon', 'Arthur Palmer', 'Roy Mason', 'John Peel', 'Duncan Sandys', 'Barbara Castle, Baroness Castle of Blackburn', 'Harold Walker, Baron Walker of Doncaster', 'James Allason', 'Joseph Harper', 'William Small', 'Peter Mills', 'Humphrey Atkins', 'John Rankin', 'William Hamling', 'Jock Bruce-Gardyne', 'George Jeger', 'Norman Pentland', 'John Forrester', 'Gwynfor Evans', 'Julius Silverman', 'Robin Chichester-Clark', 'Arthur Jones', 'Tom Bradley', 'George Willis', 'Reginald Eyre', 'Mervyn Pike, Baroness Pike', 'David Winnick', 'Malcolm Stoddart-Scott', 'Bill Deedes', 'Lynch Maydon', 'Michael Foot', 'Selwyn Lloyd', 'Quintin Hogg, Baron Hailsham of St Marylebone', 'Denis Howell, Baron Howell', 'Beresford Craddock', 'Gordon Bagier', 'John Meredith Temple', 'Hector Monro, Baron Monro of Langholm', 'Alfred Evans', 'George Currie', 'Victor Yates', 'Ted Garrett', 'George Darling', 'Walter Bromley-Davenport', 'Arnold Shaw', 'Richard Body', 'Geraint Morgan', 'Michael Clark Hutchison', 'Edward du Cann', 'Sir Fitzroy MacLean, 1st Baronet', 'Evan Luard', 'John Hobson', 'James MacColl', 'George Wallace, Baron Wallace of Coslany', 'Tom Iremonger', 'William van Straubenzee', 'Herbert Butler', 'Edward Lyons', 'Ifor Davies', 'Shirley Williams', 'Roy Jenkins', 'John Nott', 'Nicholas Ridley, Baron Ridley of Liddesdale', 'Dan Jones', 'Gerald Nabarro', 'Jeremy Bray', 'Reginald Maudling', 'Anthony Stodart, Baron Stodart of Leaston', 'Airey Neave', 'Alfred Broughton', 'Antony Lambton', 'Robert Maxwell', 'Michael McNair-Wilson', 'Francis Pearson', 'Rafton Pounder', 'Goronwy Roberts, Baron Goronwy-Roberts', 'Patrick McNair-Wilson', 'Geoffrey de Freitas', 'Harry Legge-Bourke', 'Tam Dalyell', 'Gwyneth Dunwoody', 'Ian Gilmour, Baron Gilmour of Craigmillar', 'Eric Bullus', 'David Lane', 'Denis Healey', 'Peter Emery', 'Bruce Campbell', 'Alice Cullen', 'Harold Boardman', 'Hugh Rossi', 'Stan Newens', 'Emlyn Hooson, Baron Hooson', 'Austen Albu', 'Ernest Perry', 'Geoffrey Hirst', 'Malcolm Macmillan', 'Andrew Faulds', 'George Younger, 4th Viscount Younger of Leckie', 'Brian Harrison', 'Dudley Smith', 'Sir Richard Glyn, 9th Baronet', 'Kenneth Lomas', 'John Tilney', 'John Langford-Holt', 'Michael Noble, Baron Glenkinglas', 'George Sinclair', 'Freda Corbet', 'Timothy Kitson', 'Albert Costain', 'Jim Griffiths', 'Joseph Slater, Baron Slater', 'Gerry Fitt', 'Woodrow Wyatt', 'Richard Reader Harris', 'Robin Maxwell-Hyslop', 'Eric Lubbock, 4th Baron Avebury', 'David Gibson-Watt, Baron Gibson-Watt', 'Dingle Foot', 'Russell Kerr', 'John Morris, Baron Morris of Aberavon', 'David Ginsburg', 'Richard Kelley', 'George Wigg, Baron Wigg', 'Ernest Marples', 'Peter Archer, Baron Archer of Sandwell', 'Walter Clegg', 'Richard Marsh, Baron Marsh', 'Ray Mawby', 'Richard Winterbottom', 'Richard Wainwright', 'Ben Parkin', 'Teddy Taylor', 'John Scott, 9th Duke of Buccleuch', 'Leslie Lever, Baron Lever', 'Maurice Miller', 'Edward Fletcher', 'Stephen Swingler', 'Raphael Tuck', 'David Howell, Baron Howell of Guildford', 'Charles Pannell', 'Ernest Thornton', 'John Desmond Cronin', 'Paul Bryan', 'Simon Mahon', 'George Lawson', 'John Biggs-Davison', 'Francis Noel-Baker', 'James Wellbeloved', 'Simon Wingfield Digby', 'John Vaughan-Morgan, Baron Reigate', 'Frederic Bennett', 'Joel Barnett, Baron Barnett', 'Arthur Latham']"
221,Teammate of Aleksandr Makhovikov in FC Dinamo Moscow,"['Nikolai Borisovich Kolesov', 'Yevgeni Zhukov', 'Vladimir Kozlov', 'Oleg Dolmatov', 'Valeri Maslov', 'Vladimir Nikolayevich Dolbonosov', 'Sergei Kozhanov', 'Vadim Pavlenko', 'Nikolai Tolstykh', 'Yuri Pudyshev', 'Aleksandr Bubnov', 'Sergei Kuznetsov', 'Aleksey Morozov', 'Oleg Mekhov', 'Aleksandr Borodyuk', 'Yuri Kurnenin', 'Viktor Zemlin', 'Yuri Mentyukov', 'Yuri Gavrilov', 'Aleksandr Makhovikov', 'Andrei Shevtsov', 'Igor Bulanov', 'Aleksei Prudnikov', 'Aleksandr Uvarov', 'Aleksandrs Starkovs', 'Nikolai Gontar', 'Aleksandr Minayev', 'Vladimir Shtapov', 'Sergei Silkin', 'Yuri Gazzaev', 'Yuri Reznik', 'Guram Adzhoyev', 'Andrei Yakubik', 'Anatoli Piskunov', 'Mikhail Gershkovich', 'Vladimir Demidov', 'Anatoly Baidachny', 'Nikolai Latysh', 'Aleksandr Molodtsov', 'Aleksandr Golovnya', 'Vasili Karatayev', 'Viktor Anichkin', 'Anatoli Parov', 'Valeri Zykov', 'Aleksei Petrushin', 'Vladimir Vasilyevich Kobzev', 'Anatoli Kozhemyakin', 'Aleksandr Grebnev', 'Yozhef Sabo', 'Oleh Rodin', 'Aleksandr Khapsalis', 'Valery Gazzaev', 'Gocha Tkebuchava', 'Aleksandr Bokiy', 'Yuri Semin', 'Yuri Kuznetsov', 'Eduard Kozynkevych', 'Evgeny Lovchev', 'Sergei Nikulin', 'Vladimir Kazachyonok', 'Gennady Yevryuzhikhin', 'Sergei Bodak', 'Anatoliy Shepel', 'Valeri Matyunin', 'Renat Ataullin', 'Aleksandr Novikov', 'Igor Pestretsov', 'Isgandar Javadov', 'Aleksandr Maksimenkov', 'Oleg Ivanovich Kramarenko', 'Vladimir Shalin', 'Vladimir Pilguy', 'Vladimir Eshtrekov']"
